id,week_num,product_number,reporterhq_id,prod_category,specs,display_size,segment,sales_units,inventory_units
202223-46389,179,46389,93,Conan,148918,13.5,Premium,4.0,259.0
202224-46389,180,46389,93,Conan,148918,13.5,Premium,36.0,264.0
202225-46389,181,46389,93,Conan,148918,13.5,Premium,49.0,263.0
202226-46389,182,46389,93,Conan,148918,13.5,Premium,3.0,238.0
202230-46389,186,46389,12,Conan,148918,13.5,Premium,3.0,58.0
202231-46389,187,46389,93,Conan,148918,13.5,Premium,15.0,298.0
202232-46389,188,46389,93,Conan,148918,13.5,Premium,61.0,260.0
202233-46389,189,46389,93,Conan,148918,13.5,Premium,83.0,172.0
202234-46389,190,46389,93,Conan,148918,13.5,Premium,71.0,154.0
202235-46389,191,46389,93,Conan,148918,13.5,Premium,0.0,191.0
202236-46389,192,46389,93,Conan,148918,13.5,Premium,56.0,135.0
202237-46389,193,46389,93,Conan,148918,13.5,Premium,110.0,329.0
202238-46389,194,46389,93,Conan,148918,13.5,Premium,148.0,249.0
202239-46389,195,46389,93,Conan,148918,13.5,Premium,0.0,256.0
202240-46389,196,46389,93,Conan,148918,13.5,Premium,52.0,309.0
202241-46389,197,46389,21,Conan,148918,13.5,Premium,195.0,114.0
202242-46389,198,46389,93,Conan,148918,13.5,Premium,109.0,235.0
202243-46389,199,46389,93,Conan,148918,13.5,Premium,63.0,172.0
202244-46389,200,46389,93,Conan,148918,13.5,Premium,78.0,341.0
202245-46389,201,46389,93,Conan,148918,13.5,Premium,44.0,326.0
202246-46389,202,46389,21,Conan,148918,13.5,Premium,23.0,152.0
202247-46389,203,46389,93,Conan,148918,13.5,Premium,64.0,393.0
202248-46389,204,46389,93,Conan,148918,13.5,Premium,63.0,385.0
202249-46389,205,46389,93,Conan,148918,13.5,Premium,62.0,378.0
202250-46389,206,46389,93,Conan,148918,13.5,Premium,0.0,381.0
202251-46389,207,46389,21,Conan,148918,13.5,Premium,25.0,145.0
202252-46389,208,46389,93,Conan,148918,13.5,Premium,41.0,363.0
202301-46389,209,46389,21,Conan,148918,13.5,Premium,41.0,392.0
202302-46389,210,46389,93,Conan,148918,13.5,Premium,38.0,362.0
202303-46389,211,46389,21,Conan,148918,13.5,Premium,11.0,166.0
202304-46389,212,46389,93,Conan,148918,13.5,Premium,78.0,88.0
202305-46389,213,46389,21,Conan,148918,13.5,Premium,11.0,170.0
202306-46389,214,46389,93,Conan,148918,13.5,Premium,89.0,352.0
202307-46389,215,46389,93,Conan,148918,13.5,Premium,53.0,328.0
202308-46389,216,46389,93,Conan,148918,13.5,Premium,134.0,578.0
202309-46389,217,46389,93,Conan,148918,13.5,Premium,212.0,538.0
202310-46389,218,46389,93,Conan,148918,13.5,Premium,219.0,417.0
202311-46389,219,46389,93,Conan,148918,13.5,Premium,334.0,83.0
202312-46389,220,46389,93,Conan,148918,13.5,Premium,310.0,283.0
202313-46389,221,46389,93,Conan,148918,13.5,Premium,254.0,249.0
202314-46389,222,46389,93,Conan,148918,13.5,Premium,68.0,284.0
202315-46389,223,46389,93,Conan,148918,13.5,Premium,129.0,290.0
202316-46389,224,46389,93,Conan,148918,13.5,Premium,35.0,194.0
202317-46389,225,46389,93,Conan,148918,13.5,Premium,52.0,185.0
202318-46389,226,46389,93,Conan,148918,13.5,Premium,85.0,174.0
202142-48363,146,48363,72,Conan,159555,15.6,Premium,22.0,269.0
202143-48363,147,48363,72,Conan,159555,15.6,Premium,47.0,254.0
202144-48363,148,48363,72,Conan,159555,15.6,Premium,46.0,229.0
202145-48363,149,48363,72,Conan,159555,15.6,Premium,119.0,188.0
202146-48363,150,48363,72,Conan,159555,15.6,Premium,114.0,147.0
202147-48363,151,48363,72,Conan,159555,15.6,Premium,90.0,106.0
202148-48363,152,48363,72,Conan,159555,15.6,Premium,82.0,69.0
202149-48363,153,48363,72,Conan,159555,15.6,Premium,125.0,42.0
202150-48363,154,48363,72,Conan,159555,15.6,Premium,62.0,26.0
202151-48363,155,48363,72,Conan,159555,15.6,Premium,63.0,25.0
202152-48363,156,48363,72,Conan,159555,15.6,Premium,45.0,19.0
202201-48363,157,48363,72,Conan,159555,15.6,Premium,22.0,18.0
202202-48363,158,48363,72,Conan,159555,15.6,Premium,59.0,18.0
202203-48363,159,48363,72,Conan,159555,15.6,Premium,69.0,12.0
202204-48363,160,48363,72,Conan,159555,15.6,Premium,23.0,17.0
202205-48363,161,48363,72,Conan,159555,15.6,Premium,20.0,37.0
202206-48363,162,48363,72,Conan,159555,15.6,Premium,23.0,83.0
202233-48363,189,48363,93,Conan,159555,15.6,Premium,77.0,6.0
202234-48363,190,48363,93,Conan,159555,15.6,Premium,10.0,16.0
202235-48363,191,48363,93,Conan,159555,15.6,Premium,6.0,36.0
202236-48363,192,48363,93,Conan,159555,15.6,Premium,23.0,82.0
202237-48363,193,48363,93,Conan,159555,15.6,Premium,26.0,84.0
202238-48363,194,48363,93,Conan,159555,15.6,Premium,36.0,52.0
202239-48363,195,48363,93,Conan,159555,15.6,Premium,22.0,48.0
202240-48363,196,48363,93,Conan,159555,15.6,Premium,0.0,68.0
202241-48363,197,48363,21,Conan,159555,15.6,Premium,8.0,8.0
202242-48363,198,48363,93,Conan,159555,15.6,Premium,26.0,56.0
202243-48363,199,48363,93,Conan,159555,15.6,Premium,0.0,432.0
202244-48363,200,48363,93,Conan,159555,15.6,Premium,22.0,491.0
202245-48363,201,48363,93,Conan,159555,15.6,Premium,24.0,495.0
202246-48363,202,48363,87,Conan,159555,15.6,Premium,17.0,436.0
202247-48363,203,48363,87,Conan,159555,15.6,Premium,8.0,439.0
202248-48363,204,48363,87,Conan,159555,15.6,Premium,31.0,616.0
202249-48363,205,48363,87,Conan,159555,15.6,Premium,0.0,648.0
202250-48363,206,48363,87,Conan,159555,15.6,Premium,48.0,659.0
202251-48363,207,48363,87,Conan,159555,15.6,Premium,43.0,664.0
202252-48363,208,48363,87,Conan,159555,15.6,Premium,48.0,616.0
202301-48363,209,48363,72,Conan,159555,15.6,Premium,50.0,299.0
202302-48363,210,48363,87,Conan,159555,15.6,Premium,73.0,226.0
202303-48363,211,48363,87,Conan,159555,15.6,Premium,145.0,737.0
202304-48363,212,48363,93,Conan,159555,15.6,Premium,53.0,583.0
202305-48363,213,48363,87,Conan,159555,15.6,Premium,133.0,795.0
202306-48363,214,48363,93,Conan,159555,15.6,Premium,102.0,693.0
202307-48363,215,48363,93,Conan,159555,15.6,Premium,76.0,883.0
202308-48363,216,48363,93,Conan,159555,15.6,Premium,95.0,889.0
202309-48363,217,48363,93,Conan,159555,15.6,Premium,141.0,830.0
202310-48363,218,48363,93,Conan,159555,15.6,Premium,192.0,737.0
202311-48363,219,48363,93,Conan,159555,15.6,Premium,133.0,677.0
202312-48363,220,48363,93,Conan,159555,15.6,Premium,327.0,657.0
202313-48363,221,48363,93,Conan,159555,15.6,Premium,151.0,506.0
202314-48363,222,48363,93,Conan,159555,15.6,Premium,77.0,562.0
202315-48363,223,48363,93,Conan,159555,15.6,Premium,102.0,540.0
202316-48363,224,48363,93,Conan,159555,15.6,Premium,96.0,556.0
202317-48363,225,48363,93,Conan,159555,15.6,Premium,70.0,617.0
202318-48363,226,48363,93,Conan,159555,15.6,Premium,141.0,545.0
202217-51324,173,51324,21,Goku,168258,15.6,Core,10.0,0.0
202218-51324,174,51324,21,Goku,168258,15.6,Core,11.0,0.0
202219-51324,175,51324,21,Goku,168258,15.6,Core,121.0,2.0
202220-51324,176,51324,21,Goku,168258,15.6,Core,44.0,6.0
202221-51324,177,51324,21,Goku,168258,15.6,Core,48.0,5.0
202222-51324,178,51324,21,Goku,168258,15.6,Core,11.0,7.0
202223-51324,179,51324,21,Goku,168258,15.6,Core,10.0,14.0
202224-51324,180,51324,21,Goku,168258,15.6,Core,15.0,31.0
202225-51324,181,51324,21,Goku,168258,15.6,Core,15.0,65.0
202226-51324,182,51324,21,Goku,168258,15.6,Core,25.0,43.0
202227-51324,183,51324,21,Goku,168258,15.6,Core,15.0,46.0
202228-51324,184,51324,21,Goku,168258,15.6,Core,19.0,27.0
202229-51324,185,51324,21,Goku,168258,15.6,Core,25.0,54.0
202230-51324,186,51324,21,Goku,168258,15.6,Core,51.0,45.0
202231-51324,187,51324,21,Goku,168258,15.6,Core,10.0,46.0
202232-51324,188,51324,21,Goku,168258,15.6,Core,17.0,29.0
202233-51324,189,51324,93,Goku,168258,15.6,Core,20.0,118.0
202234-51324,190,51324,93,Goku,168258,15.6,Core,42.0,111.0
202235-51324,191,51324,93,Goku,168258,15.6,Core,20.0,127.0
202236-51324,192,51324,93,Goku,168258,15.6,Core,0.0,0.0
202237-51324,193,51324,93,Goku,168258,15.6,Core,207.0,142.0
202238-51324,194,51324,93,Goku,168258,15.6,Core,110.0,140.0
202239-51324,195,51324,93,Goku,168258,15.6,Core,88.0,122.0
202240-51324,196,51324,93,Goku,168258,15.6,Core,46.0,76.0
202241-51324,197,51324,21,Goku,168258,15.6,Core,42.0,144.0
202242-51324,198,51324,93,Goku,168258,15.6,Core,69.0,75.0
202243-51324,199,51324,93,Goku,168258,15.6,Core,12.0,163.0
202244-51324,200,51324,93,Goku,168258,15.6,Core,43.0,132.0
202245-51324,201,51324,93,Goku,168258,15.6,Core,49.0,181.0
202246-51324,202,51324,21,Goku,168258,15.6,Core,55.0,97.0
202247-51324,203,51324,93,Goku,168258,15.6,Core,22.0,124.0
202248-51324,204,51324,93,Goku,168258,15.6,Core,17.0,206.0
202249-51324,205,51324,93,Goku,168258,15.6,Core,0.0,0.0
202250-51324,206,51324,93,Goku,168258,15.6,Core,136.0,150.0
202251-51324,207,51324,21,Goku,168258,15.6,Core,68.0,92.0
202252-51324,208,51324,93,Goku,168258,15.6,Core,39.0,167.0
202301-51324,209,51324,21,Goku,168258,15.6,Core,6.0,188.0
202302-51324,210,51324,93,Goku,168258,15.6,Core,71.0,146.0
202303-51324,211,51324,21,Goku,168258,15.6,Core,44.0,64.0
202304-51324,212,51324,93,Goku,168258,15.6,Core,43.0,143.0
202305-51324,213,51324,21,Goku,168258,15.6,Core,66.0,74.0
202306-51324,214,51324,93,Goku,168258,15.6,Core,10.0,198.0
202307-51324,215,51324,93,Goku,168258,15.6,Core,80.0,142.0
202308-51324,216,51324,93,Goku,168258,15.6,Core,28.0,114.0
202309-51324,217,51324,93,Goku,168258,15.6,Core,11.0,144.0
202310-51324,218,51324,93,Goku,168258,15.6,Core,32.0,217.0
202311-51324,219,51324,93,Goku,168258,15.6,Core,126.0,157.0
202312-51324,220,51324,93,Goku,168258,15.6,Core,179.0,105.0
202313-51324,221,51324,93,Goku,168258,15.6,Core,92.0,67.0
202314-51324,222,51324,93,Goku,168258,15.6,Core,33.0,71.0
202315-51324,223,51324,93,Goku,168258,15.6,Core,16.0,111.0
202316-51324,224,51324,93,Goku,168258,15.6,Core,0.0,137.0
202317-51324,225,51324,93,Goku,168258,15.6,Core,29.0,138.0
202318-51324,226,51324,93,Goku,168258,15.6,Core,43.0,127.0
202203-57246,159,57246,93,Goku,170192,15.6,Core,6.0,385.0
202204-57246,160,57246,93,Goku,170192,15.6,Core,39.0,361.0
202205-57246,161,57246,93,Goku,170192,15.6,Core,103.0,321.0
202206-57246,162,57246,93,Goku,170192,15.6,Core,62.0,277.0
202207-57246,163,57246,93,Goku,170192,15.6,Core,96.0,216.0
202208-57246,164,57246,93,Goku,170192,15.6,Core,169.0,145.0
202209-57246,165,57246,93,Goku,170192,15.6,Core,127.0,101.0
202210-57246,166,57246,93,Goku,170192,15.6,Core,75.0,70.0
202211-57246,167,57246,93,Goku,170192,15.6,Core,52.0,45.0
202212-57246,168,57246,93,Goku,170192,15.6,Core,54.0,411.0
202213-57246,169,57246,93,Goku,170192,15.6,Core,28.0,404.0
202214-57246,170,57246,93,Goku,170192,15.6,Core,17.0,401.0
202215-57246,171,57246,93,Goku,170192,15.6,Core,8.0,393.0
202216-57246,172,57246,93,Goku,170192,15.6,Core,85.0,368.0
202217-57246,173,57246,93,Goku,170192,15.6,Core,13.0,351.0
202218-57246,174,57246,48,Goku,170192,15.6,Core,4.0,332.0
202219-57246,175,57246,93,Goku,170192,15.6,Core,31.0,329.0
202220-57246,176,57246,93,Goku,170192,15.6,Core,73.0,315.0
202221-57246,177,57246,93,Goku,170192,15.6,Core,15.0,308.0
202222-57246,178,57246,48,Goku,170192,15.6,Core,27.0,283.0
202223-57246,179,57246,93,Goku,170192,15.6,Core,78.0,283.0
202224-57246,180,57246,93,Goku,170192,15.6,Core,21.0,318.0
202225-57246,181,57246,93,Goku,170192,15.6,Core,63.0,373.0
202226-57246,182,57246,93,Goku,170192,15.6,Core,175.0,345.0
202227-57246,183,57246,48,Goku,170192,15.6,Core,73.0,211.0
202228-57246,184,57246,48,Goku,170192,15.6,Core,19.0,216.0
202229-57246,185,57246,48,Goku,170192,15.6,Core,85.0,191.0
202230-57246,186,57246,48,Goku,170192,15.6,Core,31.0,181.0
202231-57246,187,57246,93,Goku,170192,15.6,Core,42.0,393.0
202232-57246,188,57246,93,Goku,170192,15.6,Core,72.0,321.0
202233-57246,189,57246,93,Goku,170192,15.6,Core,133.0,211.0
202234-57246,190,57246,93,Goku,170192,15.6,Core,122.0,168.0
202235-57246,191,57246,93,Goku,170192,15.6,Core,90.0,149.0
202236-57246,192,57246,93,Goku,170192,15.6,Core,55.0,216.0
202237-57246,193,57246,93,Goku,170192,15.6,Core,20.0,193.0
202238-57246,194,57246,93,Goku,170192,15.6,Core,182.0,115.0
202239-57246,195,57246,93,Goku,170192,15.6,Core,17.0,97.0
202240-57246,196,57246,93,Goku,170192,15.6,Core,68.0,136.0
202241-57246,197,57246,15,Goku,170192,15.6,Core,21.0,24.0
202242-57246,198,57246,93,Goku,170192,15.6,Core,0.0,63.0
202243-57246,199,57246,93,Goku,170192,15.6,Core,113.0,0.0
202244-57246,200,57246,93,Goku,170192,15.6,Core,65.0,76.0
202245-57246,201,57246,93,Goku,170192,15.6,Core,0.0,81.0
202246-57246,202,57246,48,Goku,170192,15.6,Core,4.0,108.0
202247-57246,203,57246,48,Goku,170192,15.6,Core,25.0,70.0
202248-57246,204,57246,93,Goku,170192,15.6,Core,0.0,73.0
202249-57246,205,57246,93,Goku,170192,15.6,Core,27.0,48.0
202250-57246,206,57246,93,Goku,170192,15.6,Core,52.0,37.0
202251-57246,207,57246,48,Goku,170192,15.6,Core,13.0,18.0
202252-57246,208,57246,93,Goku,170192,15.6,Core,49.0,0.0
202301-57246,209,57246,48,Goku,170192,15.6,Core,55.0,26.0
202302-57246,210,57246,93,Goku,170192,15.6,Core,33.0,34.0
202303-57246,211,57246,48,Goku,170192,15.6,Core,1.0,30.0
202304-57246,212,57246,93,Goku,170192,15.6,Core,76.0,53.0
202305-57246,213,57246,48,Goku,170192,15.6,Core,122.0,82.0
202306-57246,214,57246,93,Goku,170192,15.6,Core,16.0,111.0
202307-57246,215,57246,93,Goku,170192,15.6,Core,48.0,131.0
202308-57246,216,57246,93,Goku,170192,15.6,Core,91.0,117.0
202309-57246,217,57246,93,Goku,170192,15.6,Core,0.0,144.0
202310-57246,218,57246,93,Goku,170192,15.6,Core,1.0,142.0
202311-57246,219,57246,93,Goku,170192,15.6,Core,39.0,194.0
202312-57246,220,57246,93,Goku,170192,15.6,Core,88.0,99.0
202313-57246,221,57246,93,Goku,170192,15.6,Core,55.0,51.0
202314-57246,222,57246,93,Goku,170192,15.6,Core,13.0,31.0
202315-57246,223,57246,93,Goku,170192,15.6,Core,10.0,24.0
202316-57246,224,57246,93,Goku,170192,15.6,Core,0.0,24.0
202317-57246,225,57246,93,Goku,170192,15.6,Core,31.0,32.0
202318-57246,226,57246,93,Goku,170192,15.6,Core,4.0,51.0
202130-58233,134,58233,78,Arale,24175,13.3,Premium,25.0,46.0
202131-58233,135,58233,78,Arale,24175,13.3,Premium,137.0,22.0
202132-58233,136,58233,78,Arale,24175,13.3,Premium,82.0,12.0
202133-58233,137,58233,78,Arale,24175,13.3,Premium,3.0,9.0
202134-58233,138,58233,78,Arale,24175,13.3,Premium,44.0,0.0
202135-58233,139,58233,78,Arale,24175,13.3,Premium,20.0,26.0
202136-58233,140,58233,78,Arale,24175,13.3,Premium,0.0,52.0
202137-58233,141,58233,78,Arale,24175,13.3,Premium,20.0,32.0
202138-58233,142,58233,78,Arale,24175,13.3,Premium,21.0,106.0
202139-58233,143,58233,78,Arale,24175,13.3,Premium,34.0,89.0
202140-58233,144,58233,78,Arale,24175,13.3,Premium,50.0,44.0
202141-58233,145,58233,78,Arale,24175,13.3,Premium,41.0,25.0
202142-58233,146,58233,78,Arale,24175,13.3,Premium,26.0,22.0
202143-58233,147,58233,78,Arale,24175,13.3,Premium,29.0,34.0
202144-58233,148,58233,78,Arale,24175,13.3,Premium,25.0,66.0
202145-58233,149,58233,78,Arale,24175,13.3,Premium,22.0,138.0
202146-58233,150,58233,78,Arale,24175,13.3,Premium,34.0,120.0
202147-58233,151,58233,78,Arale,24175,13.3,Premium,62.0,57.0
202148-58233,152,58233,78,Arale,24175,13.3,Premium,39.0,28.0
202149-58233,153,58233,78,Arale,24175,13.3,Premium,28.0,16.0
202150-58233,154,58233,78,Arale,24175,13.3,Premium,20.0,16.0
202151-58233,155,58233,78,Arale,24175,13.3,Premium,20.0,25.0
202152-58233,156,58233,78,Arale,24175,13.3,Premium,24.0,51.0
202201-58233,157,58233,78,Arale,24175,13.3,Premium,25.0,66.0
202202-58233,158,58233,78,Arale,24175,13.3,Premium,27.0,105.0
202203-58233,159,58233,90,Arale,24175,13.3,Premium,47.0,66.0
202204-58233,160,58233,90,Arale,24175,13.3,Premium,51.0,31.0
202205-58233,161,58233,90,Arale,24175,13.3,Premium,34.0,17.0
202206-58233,162,58233,90,Arale,24175,13.3,Premium,143.0,14.0
202207-58233,163,58233,90,Arale,24175,13.3,Premium,37.0,21.0
202208-58233,164,58233,90,Arale,24175,13.3,Premium,27.0,26.0
202209-58233,165,58233,90,Arale,24175,13.3,Premium,21.0,50.0
202210-58233,166,58233,90,Arale,24175,13.3,Premium,20.0,109.0
202211-58233,167,58233,90,Arale,24175,13.3,Premium,27.0,121.0
202212-58233,168,58233,90,Arale,24175,13.3,Premium,35.0,152.0
202213-58233,169,58233,78,Arale,24175,13.3,Premium,26.0,94.0
202214-58233,170,58233,90,Arale,24175,13.3,Premium,52.0,241.0
202215-58233,171,58233,90,Arale,24175,13.3,Premium,45.0,348.0
202216-58233,172,58233,90,Arale,24175,13.3,Premium,42.0,408.0
202217-58233,173,58233,93,Arale,24175,13.3,Premium,88.0,576.0
202218-58233,174,58233,90,Arale,24175,13.3,Premium,20.0,474.0
202219-58233,175,58233,93,Arale,24175,13.3,Premium,42.0,661.0
202220-58233,176,58233,93,Arale,24175,13.3,Premium,85.0,705.0
202221-58233,177,58233,93,Arale,24175,13.3,Premium,46.0,722.0
202222-58233,178,58233,90,Arale,24175,13.3,Premium,0.0,635.0
202223-58233,179,58233,93,Arale,24175,13.3,Premium,35.0,730.0
202224-58233,180,58233,93,Arale,24175,13.3,Premium,50.0,724.0
202225-58233,181,58233,93,Arale,24175,13.3,Premium,99.0,607.0
202226-58233,182,58233,93,Arale,24175,13.3,Premium,36.0,553.0
202227-58233,183,58233,90,Arale,24175,13.3,Premium,31.0,522.0
202228-58233,184,58233,90,Arale,24175,13.3,Premium,22.0,434.0
202229-58233,185,58233,90,Arale,24175,13.3,Premium,38.0,420.0
202230-58233,186,58233,90,Arale,24175,13.3,Premium,30.0,413.0
202231-58233,187,58233,93,Arale,24175,13.3,Premium,28.0,518.0
202232-58233,188,58233,93,Arale,24175,13.3,Premium,31.0,499.0
202233-58233,189,58233,93,Arale,24175,13.3,Premium,85.0,475.0
202234-58233,190,58233,93,Arale,24175,13.3,Premium,28.0,506.0
202235-58233,191,58233,93,Arale,24175,13.3,Premium,45.0,461.0
202236-58233,192,58233,93,Arale,24175,13.3,Premium,27.0,543.0
202237-58233,193,58233,93,Arale,24175,13.3,Premium,52.0,491.0
202238-58233,194,58233,93,Arale,24175,13.3,Premium,59.0,445.0
202239-58233,195,58233,93,Arale,24175,13.3,Premium,107.0,440.0
202240-58233,196,58233,93,Arale,24175,13.3,Premium,42.0,430.0
202241-58233,197,58233,90,Arale,24175,13.3,Premium,23.0,381.0
202242-58233,198,58233,93,Arale,24175,13.3,Premium,32.0,425.0
202243-58233,199,58233,93,Arale,24175,13.3,Premium,33.0,472.0
202244-58233,200,58233,93,Arale,24175,13.3,Premium,36.0,504.0
202245-58233,201,58233,93,Arale,24175,13.3,Premium,51.0,527.0
202246-58233,202,58233,90,Arale,24175,13.3,Premium,41.0,446.0
202247-58233,203,58233,93,Arale,24175,13.3,Premium,21.0,535.0
202248-58233,204,58233,93,Arale,24175,13.3,Premium,20.0,602.0
202249-58233,205,58233,93,Arale,24175,13.3,Premium,21.0,645.0
202250-58233,206,58233,93,Arale,24175,13.3,Premium,0.0,651.0
202251-58233,207,58233,90,Arale,24175,13.3,Premium,33.0,551.0
202252-58233,208,58233,93,Arale,24175,13.3,Premium,54.0,656.0
202301-58233,209,58233,90,Arale,24175,13.3,Premium,1.0,335.0
202302-58233,210,58233,93,Arale,24175,13.3,Premium,1.0,430.0
202304-58233,212,58233,93,Arale,24175,13.3,Premium,63.0,605.0
202305-58233,213,58233,90,Arale,24175,13.3,Premium,86.0,443.0
202306-58233,214,58233,93,Arale,24175,13.3,Premium,0.0,526.0
202307-58233,215,58233,93,Arale,24175,13.3,Premium,38.0,551.0
202308-58233,216,58233,93,Arale,24175,13.3,Premium,1.0,550.0
202309-58233,217,58233,93,Arale,24175,13.3,Premium,44.0,518.0
202310-58233,218,58233,93,Arale,24175,13.3,Premium,31.0,540.0
202311-58233,219,58233,93,Arale,24175,13.3,Premium,54.0,551.0
202312-58233,220,58233,93,Arale,24175,13.3,Premium,20.0,573.0
202313-58233,221,58233,93,Arale,24175,13.3,Premium,80.0,521.0
202314-58233,222,58233,93,Arale,24175,13.3,Premium,2.0,519.0
202315-58233,223,58233,93,Arale,24175,13.3,Premium,25.0,563.0
202316-58233,224,58233,93,Arale,24175,13.3,Premium,29.0,625.0
202317-58233,225,58233,93,Arale,24175,13.3,Premium,39.0,669.0
202318-58233,226,58233,93,Arale,24175,13.3,Premium,163.0,506.0
202203-59220,159,59220,24,Clover,196301,15.6,Core,0.0,20.0
202204-59220,160,59220,24,Clover,196301,15.6,Core,0.0,38.0
202205-59220,161,59220,24,Clover,196301,15.6,Core,27.0,57.0
202206-59220,162,59220,24,Clover,196301,15.6,Core,19.0,86.0
202207-59220,163,59220,24,Clover,196301,15.6,Core,22.0,168.0
202208-59220,164,59220,24,Clover,196301,15.6,Core,28.0,185.0
202209-59220,165,59220,24,Clover,196301,15.6,Core,73.0,102.0
202210-59220,166,59220,24,Clover,196301,15.6,Core,33.0,81.0
202211-59220,167,59220,24,Clover,196301,15.6,Core,27.0,73.0
202212-59220,168,59220,24,Clover,196301,15.6,Core,63.0,110.0
202213-59220,169,59220,24,Clover,196301,15.6,Core,133.0,128.0
202214-59220,170,59220,24,Clover,196301,15.6,Core,76.0,188.0
202215-59220,171,59220,24,Clover,196301,15.6,Core,23.0,227.0
202216-59220,172,59220,24,Clover,196301,15.6,Core,48.0,276.0
202217-59220,173,59220,24,Clover,196301,15.6,Core,78.0,194.0
202218-59220,174,59220,24,Clover,196301,15.6,Core,22.0,197.0
202219-59220,175,59220,24,Clover,196301,15.6,Core,50.0,222.0
202220-59220,176,59220,24,Clover,196301,15.6,Core,128.0,264.0
202221-59220,177,59220,24,Clover,196301,15.6,Core,56.0,226.0
202222-59220,178,59220,24,Clover,196301,15.6,Core,40.0,253.0
202223-59220,179,59220,24,Clover,196301,15.6,Core,48.0,188.0
202224-59220,180,59220,24,Clover,196301,15.6,Core,53.0,135.0
202225-59220,181,59220,24,Clover,196301,15.6,Core,40.0,75.0
202226-59220,182,59220,24,Clover,196301,15.6,Core,26.0,81.0
202227-59220,183,59220,24,Clover,196301,15.6,Core,28.0,139.0
202228-59220,184,59220,24,Clover,196301,15.6,Core,76.0,95.0
202229-59220,185,59220,24,Clover,196301,15.6,Core,64.0,85.0
202230-59220,186,59220,24,Clover,196301,15.6,Core,84.0,58.0
202231-59220,187,59220,24,Clover,196301,15.6,Core,70.0,63.0
202232-59220,188,59220,24,Clover,196301,15.6,Core,102.0,107.0
202233-59220,189,59220,24,Clover,196301,15.6,Core,60.0,104.0
202234-59220,190,59220,24,Clover,196301,15.6,Core,55.0,79.0
202235-59220,191,59220,24,Clover,196301,15.6,Core,26.0,104.0
202236-59220,192,59220,24,Clover,196301,15.6,Core,13.0,137.0
202237-59220,193,59220,24,Clover,196301,15.6,Core,29.0,111.0
202238-59220,194,59220,24,Clover,196301,15.6,Core,8.0,144.0
202239-59220,195,59220,24,Clover,196301,15.6,Core,14.0,207.0
202240-59220,196,59220,24,Clover,196301,15.6,Core,85.0,191.0
202241-59220,197,59220,24,Clover,196301,15.6,Core,48.0,258.0
202242-59220,198,59220,24,Clover,196301,15.6,Core,64.0,239.0
202243-59220,199,59220,24,Clover,196301,15.6,Core,36.0,250.0
202244-59220,200,59220,24,Clover,196301,15.6,Core,81.0,156.0
202245-59220,201,59220,24,Clover,196301,15.6,Core,72.0,84.0
202246-59220,202,59220,24,Clover,196301,15.6,Core,38.0,37.0
202247-59220,203,59220,24,Clover,196301,15.6,Core,31.0,26.0
202248-59220,204,59220,24,Clover,196301,15.6,Core,20.0,33.0
202249-59220,205,59220,24,Clover,196301,15.6,Core,0.0,64.0
202250-59220,206,59220,24,Clover,196301,15.6,Core,29.0,35.0
202251-59220,207,59220,24,Clover,196301,15.6,Core,55.0,95.0
202252-59220,208,59220,24,Clover,196301,15.6,Core,37.0,113.0
202301-59220,209,59220,24,Clover,196301,15.6,Core,28.0,201.0
202302-59220,210,59220,24,Clover,196301,15.6,Core,46.0,155.0
202303-59220,211,59220,24,Clover,196301,15.6,Core,26.0,199.0
202304-59220,212,59220,24,Clover,196301,15.6,Core,35.0,223.0
202305-59220,213,59220,24,Clover,196301,15.6,Core,83.0,123.0
202306-59220,214,59220,24,Clover,196301,15.6,Core,26.0,97.0
202307-59220,215,59220,24,Clover,196301,15.6,Core,19.0,129.0
202308-59220,216,59220,24,Clover,196301,15.6,Core,18.0,158.0
202309-59220,217,59220,24,Clover,196301,15.6,Core,42.0,149.0
202310-59220,218,59220,24,Clover,196301,15.6,Core,16.0,168.0
202311-59220,219,59220,24,Clover,196301,15.6,Core,45.0,140.0
202312-59220,220,59220,24,Clover,196301,15.6,Core,34.0,104.0
202313-59220,221,59220,24,Clover,196301,15.6,Core,10.0,131.0
202314-59220,222,59220,24,Clover,196301,15.6,Core,11.0,209.0
202315-59220,223,59220,24,Clover,196301,15.6,Core,32.0,206.0
202316-59220,224,59220,24,Clover,196301,15.6,Core,48.0,142.0
202317-59220,225,59220,24,Clover,196301,15.6,Core,14.0,164.0
202318-59220,226,59220,24,Clover,196301,15.6,Core,32.0,128.0
202152-62181,156,62181,78,Clover,119908,14.0,Core,27.0,7.0
202201-62181,157,62181,78,Clover,119908,14.0,Core,23.0,15.0
202202-62181,158,62181,78,Clover,119908,14.0,Core,24.0,31.0
202203-62181,159,62181,78,Clover,119908,14.0,Core,27.0,24.0
202204-62181,160,62181,78,Clover,119908,14.0,Core,23.0,31.0
202205-62181,161,62181,78,Clover,119908,14.0,Core,36.0,57.0
202206-62181,162,62181,78,Clover,119908,14.0,Core,23.0,81.0
202207-62181,163,62181,78,Clover,119908,14.0,Core,50.0,40.0
202208-62181,164,62181,78,Clover,119908,14.0,Core,16.0,24.0
202209-62181,165,62181,78,Clover,119908,14.0,Core,23.0,23.0
202210-62181,166,62181,78,Clover,119908,14.0,Core,29.0,35.0
